"ENSEMBL_ID"	"Gene_Symbol"	"Gene_Length"	"CS52old.ISO_3"
"ENSG00000207241"	"SNORD45A"	84	0
"ENSG00000201487"	"SNORD45B"	72	0
"ENSG00000057468"	"MSH4"	3266	6
"ENSG00000154007"	"ASB17"	1107	2
"ENSG00000225605"	"AC092813.1"	1121	0
"ENSG00000230027"	"AC092813.2"	399	0
"ENSG00000184005"	"ST6GALNAC3"	7237	4754
"ENSG00000223905"	"AC103592.1"	664	0
"ENSG00000272855"	"AC104458.1"	463	9
"ENSG00000226415"	"TPI1P1"	750	24
"ENSG00000199921"	"RNU6-161P"	106	0
"ENSG00000237552"	"LINC02567"	448	0
"ENSG00000117069"	"ST6GALNAC5"	4263	330
"ENSG00000276081"	"MIR7156"	60	0
"ENSG00000230498"	"AL035409.1"	497	6
"ENSG00000142892"	"PIGK"	5513	1114
"ENSG00000226084"	"AC113935.1"	555	204
"ENSG00000228187"	"AC093433.1"	571	1
"ENSG00000154027"	"AK5"	6919	3
"ENSG00000233099"	"AC095030.1"	377	0
"ENSG00000251767"	"RNU7-8P"	62	0
"ENSG00000036549"	"AC118549.1"	9008	2998
"ENSG00000251785"	"RNA5SP20"	84	0
"ENSG00000243437"	"RN7SL370P"	295	0
"ENSG00000077254"	"USP33"	6918	3505
"ENSG00000232672"	"ACTG1P21"	1000	0
"ENSG00000180488"	"MIGA1"	10128	2948
"ENSG00000222849"	"RNA5SP21"	96	0
"ENSG00000219201"	"AC138392.1"	921	3
"ENSG00000235613"	"NSRP1P1"	1693	7
"ENSG00000232015"	"HSPE1P25"	251	1
"ENSG00000235927"	"NEXN-AS1"	2292	16
"ENSG00000162614"	"NEXN"	4436	532
"ENSG00000162613"	"FUBP1"	5666	6385
"ENSG00000162616"	"DNAJB4"	3783	1297
"ENSG00000137960"	"GIPC2"	3973	3
"ENSG00000273338"	"AC103591.3"	209	6
"ENSG00000285928"	"AC103591.4"	1795	0
"ENSG00000213561"	"AC103591.2"	766	0
"ENSG00000251958"	"RNU6-1102P"	96	0
"ENSG00000213560"	"AC103591.1"	556	2
"ENSG00000202263"	"RNA5SP22"	109	0
"ENSG00000233333"	"RNFT1P2"	757	0
"ENSG00000237413"	"MGC27382"	2481	0
"ENSG00000122420"	"PTGFR"	4714	363
"ENSG00000227556"	"AC096531.1"	107	0
"ENSG00000212308"	"RNA5SP23"	105	0
"ENSG00000137959"	"IFI44L"	10240	0
"ENSG00000137965"	"IFI44"	2038	8
"ENSG00000238015"	"AC104837.2"	424	0
"ENSG00000235400"	"AC104837.1"	1587	2
"ENSG00000162618"	"ADGRL4"	3677	0
"ENSG00000230787"	"PSAT1P3"	1111	1
"ENSG00000282898"	"AL353651.2"	559	0
"ENSG00000235011"	"AL353651.1"	355	0
"ENSG00000285462"	"AL353651.3"	1507	0
"ENSG00000232676"	"ADH5P2"	1124	1
"ENSG00000285409"	"AC099671.1"	597	1
"ENSG00000235756"	"AC098657.1"	1135	0
"ENSG00000260322"	"AC098657.2"	1976	0
"ENSG00000277670"	"AC098657.3"	263	0
"ENSG00000236407"	"HMGB1P18"	619	0
"ENSG00000225598"	"AL606519.1"	580	0
"ENSG00000213559"	"HNRNPA1P64"	922	1
"ENSG00000227062"	"AL596276.1"	418	0
"ENSG00000234108"	"AL596276.2"	331	0
"ENSG00000224326"	"AL136234.1"	349	0
"ENSG00000234184"	"LINC01781"	709	0
"ENSG00000227937"	"MTND2P30"	382	1
"ENSG00000229752"	"RPL7P10"	739	1
"ENSG00000235089"	"AL357632.1"	643	0
"ENSG00000285179"	"AC093154.1"	748	0
"ENSG00000223026"	"RN7SKP247"	308	0
"ENSG00000117114"	"ADGRL2"	7754	4149
"ENSG00000224494"	"HNRNPA3P14"	1150	1
"ENSG00000227288"	"AL138799.1"	1675	0
"ENSG00000227960"	"AL138799.2"	343	0
"ENSG00000234953"	"AL138799.4"	643	3
"ENSG00000242598"	"MED28P8"	521	0
"ENSG00000236676"	"AC117944.1"	641	0
"ENSG00000234683"	"AL138799.3"	350	36
"ENSG00000215875"	"ST13P20"	1065	0
"ENSG00000233290"	"AL157944.1"	6874	0
"ENSG00000230817"	"LINC01362"	1878	0
"ENSG00000236268"	"LINC01361"	1586	0
"ENSG00000285782"	"AC116099.1"	748	0
"ENSG00000231364"	"LINC01712"	1044	0
"ENSG00000233008"	"LINC01725"	5425	1
"ENSG00000237076"	"AL035706.1"	683	0
"ENSG00000137941"	"TTLL7"	10543	821
"ENSG00000233061"	"TTLL7-IT1"	2921	1
"ENSG00000229486"	"AC104454.1"	1401	0
"ENSG00000285201"	"AC104454.2"	441	0
"ENSG00000271576"	"AL359504.2"	1601	93
"ENSG00000142875"	"PRKACB"	6730	2618
"ENSG00000213540"	"AL359504.1"	493	1
"ENSG00000226970"	"AL450063.1"	244	2
"ENSG00000199959"	"RF00410"	137	0
"ENSG00000203943"	"SAMD13"	3455	5
"ENSG00000249237"	"AL359273.1"	905	0
"ENSG00000240520"	"UOX"	2412	1
"ENSG00000137976"	"DNASE2B"	1476	0
"ENSG00000285361"	"AL844170.1"	1318	0
"ENSG00000117133"	"RPF1"	1728	923
"ENSG00000174021"	"GNG5"	1112	466
"ENSG00000285851"	"AL359762.3"	2686	5
"ENSG00000122432"	"SPATA1"	4280	9
"ENSG00000117151"	"CTBS"	6939	1000
"ENSG00000284882"	"AL359762.1"	1183	1
"ENSG00000285374"	"AL359762.2"	1060	0
"ENSG00000180869"	"LINC01555"	2884	7
"ENSG00000232622"	"AC114482.1"	247	0
"ENSG00000117155"	"SSX2IP"	8639	2823
"ENSG00000285325"	"AC104169.1"	1172	0
"ENSG00000171517"	"LPAR3"	3543	5
"ENSG00000153898"	"MCOLN2"	3442	67
"ENSG00000162643"	"WDR63"	3923	191
"ENSG00000055732"	"MCOLN3"	6623	2432
"ENSG00000266110"	"MIR4423"	80	0
"ENSG00000280099"	"AL603750.1"	1717	175
"ENSG00000097096"	"SYDE2"	6451	1247
"ENSG00000162642"	"C1orf52"	3420	1015
"ENSG00000223254"	"RF00019"	107	0
"ENSG00000142867"	"BCL10"	4618	625
"ENSG00000223653"	"AL078459.1"	2277	1
"ENSG00000153904"	"DDAH1"	4568	2411
"ENSG00000199459"	"RF00019"	110	0
"ENSG00000273264"	"AL360219.1"	366	0
"ENSG00000282057"	"AC092807.3"	3607	90
"ENSG00000272691"	"AC092807.2"	243	0
"ENSG00000142871"	"CYR61"	2455	15416
"ENSG00000199934"	"RF00136"	77	0
"ENSG00000230285"	"AC092807.1"	255	0
"ENSG00000117174"	"ZNHIT6"	6197	1592
"ENSG00000171502"	"COL24A1"	9568	11
"ENSG00000201620"	"RNA5SP51"	119	0
"ENSG00000229505"	"AC104455.1"	736	0
"ENSG00000285210"	"AL136382.1"	2885	1
"ENSG00000122417"	"ODF2L"	10898	1138
"ENSG00000278281"	"MIR7856"	56	1
"ENSG00000231349"	"AC119749.1"	691	0
"ENSG00000137975"	"CLCA2"	4496	36
"ENSG00000016490"	"CLCA1"	3340	0
"ENSG00000016602"	"CLCA4"	3447	0
"ENSG00000224466"	"CDCA4P2"	718	0
"ENSG00000236915"	"AL356270.1"	2738	3
"ENSG00000153923"	"CLCA3P"	3437	0
"ENSG00000261737"	"AL049597.2"	961	20
"ENSG00000097033"	"SH3GLB1"	6881	9166
"ENSG00000230721"	"AL049597.1"	555	15
"ENSG00000284846"	"AL355981.1"	1638	0
"ENSG00000183291"	"SELENOF"	2201	5336
"ENSG00000153936"	"HS2ST1"	7429	4280
"ENSG00000267734"	"AL121989.1"	746	0
"ENSG00000267561"	"AC093155.3"	2013	0
"ENSG00000235251"	"AC093155.2"	937	0
"ENSG00000225568"	"AC093155.1"	826	2
"ENSG00000267272"	"LINC01140"	6717	0
"ENSG00000284240"	"AC099062.1"	4926	0
"ENSG00000143013"	"LMO4"	5833	3470
"ENSG00000227290"	"LINC01364"	889	0
"ENSG00000199318"	"RNA5SP52"	134	0
"ENSG00000237505"	"PKN2-AS1"	13878	5
"ENSG00000279778"	"AL445437.1"	3087	0
"ENSG00000270507"	"AL049861.1"	150	0
"ENSG00000239504"	"RN7SL583P"	287	0
"ENSG00000230053"	"AC093578.1"	368	0
"ENSG00000274321"	"RF02271"	171	0
"ENSG00000237959"	"RPL36AP10"	322	0
"ENSG00000065243"	"PKN2"	6897	4625
"ENSG00000207234"	"RNU6-125P"	107	5
"ENSG00000241975"	"ELOCP19"	318	37
"ENSG00000137947"	"GTF2B"	2225	949
"ENSG00000235308"	"AL445991.1"	475	0
"ENSG00000137944"	"KYAT3"	2306	2019
"ENSG00000213516"	"RBMXL1"	5087	601
"ENSG00000117226"	"GBP3"	4297	180
"ENSG00000202385"	"RF00019"	120	0
"ENSG00000117228"	"GBP1"	4992	202
"ENSG00000234518"	"PTGES3P1"	483	99
"ENSG00000162645"	"GBP2"	6276	557
"ENSG00000213512"	"GBP7"	2454	1
"ENSG00000162654"	"GBP4"	6127	81
"ENSG00000284734"	"AC099063.4"	1602	1
"ENSG00000284637"	"AC099063.3"	185	0
"ENSG00000154451"	"GBP5"	8143	7
"ENSG00000237568"	"AC099063.1"	324	0
"ENSG00000238081"	"AC099063.2"	662	0
"ENSG00000233235"	"BX119321.1"	797	0
"ENSG00000183347"	"GBP6"	2987	3
"ENSG00000215874"	"CAPNS1P1"	633	0
"ENSG00000225492"	"GBP1P1"	2352	11
"ENSG00000197147"	"LRRC8B"	8213	124
"ENSG00000231999"	"LRRC8C-DT"	2088	2
"ENSG00000230735"	"AC093423.2"	437	0
"ENSG00000171488"	"LRRC8C"	11724	183
"ENSG00000271949"	"AC093423.3"	654	0
"ENSG00000226394"	"AC093423.1"	142	0
"ENSG00000231613"	"AC099568.1"	509	0
"ENSG00000272931"	"AC099568.2"	695	9
"ENSG00000171492"	"LRRC8D"	4852	659
"ENSG00000272672"	"AL391497.1"	547	1
"ENSG00000252797"	"RN7SKP272"	232	0
"ENSG00000228175"	"GEMIN8P4"	729	18
"ENSG00000162664"	"ZNF326"	10984	2054
"ENSG00000212459"	"RNU6-695P"	104	0
"ENSG00000229201"	"AC092783.1"	231	0
"ENSG00000199666"	"SNORD3G"	215	0
"ENSG00000143032"	"BARHL2"	1979	0
"ENSG00000233593"	"AL590094.1"	4212	88
"ENSG00000285532"	"AC091614.2"	754	0
"ENSG00000225446"	"LINC01763"	1547	0
"ENSG00000272094"	"AC091614.1"	879	0
"ENSG00000232882"	"PHKA1P1"	621	3
"ENSG00000122482"	"ZNF644"	7604	2442
"ENSG00000232393"	"RPL5P6"	886	7
"ENSG00000162669"	"HFM1"	5827	65
"ENSG00000206817"	"RF00019"	100	0
"ENSG00000215873"	"FEN1P1"	1145	0
"ENSG00000097046"	"CDC7"	3557	451
"ENSG00000241318"	"WDR82P2"	928	0
"ENSG00000229067"	"AL714022.1"	151	0
"ENSG00000203914"	"HSP90B3P"	1567	9
"ENSG00000069702"	"TGFBR3"	8705	3540
"ENSG00000239794"	"RN7SL653P"	293	0
"ENSG00000137948"	"BRDT"	4334	0
"ENSG00000172031"	"EPHX4"	2251	1
"ENSG00000233228"	"LPCAT2BP"	1534	0
"ENSG00000230667"	"SETSIP"	909	8
"ENSG00000189195"	"BTBD8"	6887	237
"ENSG00000224678"	"GAPDHP46"	994	2
"ENSG00000233401"	"PRKAR1AP1"	1162	7
"ENSG00000273487"	"AC104836.1"	1293	1
"ENSG00000226773"	"AL663109.1"	844	0
"ENSG00000203910"	"C1orf146"	1061	0
"ENSG00000233125"	"ACTBP12"	418	0
"ENSG00000174842"	"GLMN"	2910	508
"ENSG00000122484"	"RPAP2"	17142	1055
"ENSG00000242764"	"RN7SL824P"	297	0
"ENSG00000162676"	"GFI1"	3301	10
"ENSG00000067208"	"EVI5"	8276	2375
"ENSG00000223787"	"AL354890.1"	346	4
"ENSG00000229992"	"HMGB3P9"	583	4
"ENSG00000201317"	"RNU4-59P"	116	0
"ENSG00000225505"	"AC104332.1"	797	0
"ENSG00000234202"	"AC104332.2"	156	0
"ENSG00000223896"	"CCNJP2"	1163	0
"ENSG00000122406"	"RPL5"	3717	48529
"ENSG00000154511"	"FAM69A"	3091	516
"ENSG00000206680"	"SNORD21"	95	0
"ENSG00000207523"	"SNORA66"	133	9
"ENSG00000207022"	"RF00432"	124	0
"ENSG00000229052"	"AL449283.1"	3403	1
"ENSG00000252121"	"RNU6-970P"	107	0
"ENSG00000239710"	"RN7SL692P"	288	0
"ENSG00000252752"	"RNU6-210P"	95	0
"ENSG00000222664"	"RN7SKP123"	291	0
"ENSG00000251837"	"RF00019"	97	0
"ENSG00000143033"	"MTF2"	5909	1483
"ENSG00000117500"	"TMED5"	9423	5294
"ENSG00000122483"	"CCDC18"	5633	248
"ENSG00000237003"	"AC126124.2"	321	0
"ENSG00000225297"	"AC126124.1"	185	0
"ENSG00000223745"	"CCDC18-AS1"	4786	1239
"ENSG00000229567"	"AL139421.1"	169	4
"ENSG00000117505"	"DR1"	10949	2986
"ENSG00000229635"	"AL137159.1"	512	0
"ENSG00000207379"	"RF00019"	107	1
"ENSG00000137942"	"FNBP1L"	5798	5221
"ENSG00000212601"	"RNA5SP53"	120	0
"ENSG00000137936"	"BCAR3"	6866	774
"ENSG00000224093"	"AL109613.1"	1954	2
"ENSG00000211575"	"MIR760"	80	0
"ENSG00000260464"	"AL049796.1"	1766	13
"ENSG00000067334"	"DNTTIP2"	7519	2552
"ENSG00000023909"	"GCLM"	5420	1014
"ENSG00000223490"	"CHCHD2P5"	400	0
"ENSG00000234099"	"MTND4P11"	1058	0
"ENSG00000235794"	"MTND3P21"	331	0
"ENSG00000232752"	"MTCO3P21"	643	0
"ENSG00000229842"	"MTATP6P13"	667	0
"ENSG00000250890"	"AL117351.2"	157	0
"ENSG00000236689"	"MTCO2P21"	677	0
"ENSG00000226960"	"MTCO1P21"	589	0
"ENSG00000233129"	"AL117351.1"	766	0
"ENSG00000198691"	"ABCA4"	8530	15
"ENSG00000233482"	"AC093579.1"	352	0
"ENSG00000137962"	"ARHGAP29"	15524	1782
"ENSG00000264963"	"RN7SL440P"	343	0
"ENSG00000226835"	"AC097059.1"	980	0
"ENSG00000178596"	"GAPDHP29"	985	0
"ENSG00000236098"	"AC097059.2"	592	0
"ENSG00000232918"	"AC118469.1"	488	0
"ENSG00000117528"	"ABCD3"	7589	2670
"ENSG00000117525"	"F3"	2875	4706
"ENSG00000223675"	"AC093117.1"	2171	0
"ENSG00000224081"	"SLC44A3-AS1"	10245	152
"ENSG00000232857"	"KATNBL1P2"	835	0
"ENSG00000263526"	"MIR378G"	41	0
"ENSG00000143036"	"SLC44A3"	2869	189
"ENSG00000117519"	"CNN3"	2838	12884
"ENSG00000235501"	"AC105942.1"	1012	194
"ENSG00000172339"	"ALG14"	9633	254
"ENSG00000230427"	"AC095033.1"	1096	0
"ENSG00000152078"	"TMEM56"	7402	860
"ENSG00000271092"	"TMEM56-RWDD3"	1961	20
"ENSG00000231992"	"AC092802.3"	420	1
"ENSG00000206679"	"RF00019"	99	0
"ENSG00000226026"	"AC092802.1"	2505	5
"ENSG00000122481"	"RWDD3"	1982	142
"ENSG00000228852"	"AC092802.2"	1418	0
"ENSG00000228504"	"LINC01760"	382	0
"ENSG00000230434"	"LINC01650"	1155	0
"ENSG00000237954"	"AL445218.1"	879	0
"ENSG00000233907"	"LINC01761"	2755	0
"ENSG00000228971"	"AL356479.1"	2182	0
"ENSG00000271252"	"AL683887.1"	287	0
"ENSG00000237435"	"AC099566.1"	2240	0
"ENSG00000200800"	"RNU1-130P"	160	0
"ENSG00000231987"	"LINC01787"	1994	0
"ENSG00000225923"	"AC092393.1"	742	0
"ENSG00000234422"	"UBE2WP1"	340	0
"ENSG00000228502"	"EEF1A1P11"	1389	221
"ENSG00000241992"	"RN7SL831P"	319	0
"ENSG00000234226"	"NDUFS5P2"	306	0
"ENSG00000137970"	"RPL7P9"	747	127
"ENSG00000223229"	"RN7SKP270"	312	0
"ENSG00000117569"	"PTBP2"	12937	829
"ENSG00000188641"	"DPYD"	7131	1256
"ENSG00000232878"	"DPYD-AS1"	1479	0
"ENSG00000232542"	"DPYD-IT1"	401	0
"ENSG00000228057"	"SEC63P1"	1258	26
"ENSG00000226128"	"RPL26P9"	433	0
"ENSG00000230718"	"AC114878.1"	358	0
"ENSG00000235777"	"DPYD-AS2"	974	0
"ENSG00000270911"	"AC114878.2"	1251	0
"ENSG00000225206"	"MIR137HG"	7172	0
"ENSG00000259946"	"BX005019.1"	1810	2
"ENSG00000284247"	"MIR2682"	110	0
"ENSG00000284202"	"MIR137"	102	0
"ENSG00000285922"	"AC104453.1"	1784	0
"ENSG00000233557"	"NFU1P2"	469	0
"ENSG00000226053"	"LINC01776"	2229	0
"ENSG00000280040"	"AC095031.1"	672	0
"ENSG00000162627"	"SNX7"	2067	1020
"ENSG00000117598"	"PLPPR5"	4571	22
"ENSG00000232825"	"AL445433.2"	2946	0
"ENSG00000227034"	"AL445433.1"	257	3
"ENSG00000117600"	"PLPPR4"	5540	17
"ENSG00000233983"	"AL365220.1"	399	0
"ENSG00000224445"	"LINC01708"	1045	0
"ENSG00000099260"	"PALMD"	8244	238
"ENSG00000223656"	"HMGB3P10"	572	1
"ENSG00000156869"	"FRRS1"	3958	117
"ENSG00000201491"	"RNU4-75P"	146	0
"ENSG00000202254"	"RF00019"	92	0
"ENSG00000231996"	"AC096949.1"	152	0
"ENSG00000162688"	"AGL"	8434	1686
"ENSG00000228084"	"AC118553.1"	655	10
"ENSG00000117620"	"SLC35A3"	18238	1654
"ENSG00000283761"	"AC118553.2"	5765	7
"ENSG00000212248"	"RNU6-750P"	107	0
"ENSG00000202259"	"RNU6-1318P"	103	0
"ENSG00000156875"	"MFSD14A"	2943	69
"ENSG00000241073"	"AC093019.2"	384	0
"ENSG00000156876"	"SASS6"	3972	414
"ENSG00000226952"	"AC093019.1"	252	0
"ENSG00000122435"	"TRMT13"	4133	1252
"ENSG00000122477"	"LRRC39"	1991	29
"ENSG00000137992"	"DBT"	11303	2767
"ENSG00000271415"	"RPL23AP90"	236	0
"ENSG00000225169"	"BRI3P1"	378	1
"ENSG00000285530"	"AL445928.2"	3788	1
"ENSG00000230287"	"AL445928.1"	222	0
"ENSG00000224616"	"RTCA-AS1"	2776	22
"ENSG00000137996"	"RTCA"	3037	1577
"ENSG00000207750"	"MIR553"	68	0
"ENSG00000215871"	"AC104457.1"	814	1
"ENSG00000223906"	"AC104457.2"	467	0
"ENSG00000079335"	"CDC14A"	6511	152
"ENSG00000234332"	"BCAS2P2"	674	1
"ENSG00000228086"	"AL589990.1"	592	0
"ENSG00000181656"	"GPR88"	3491	1
"ENSG00000213421"	"AC099670.1"	783	1
"ENSG00000230402"	"LINC01349"	497	0
"ENSG00000285525"	"AC099670.3"	1414	0
"ENSG00000224685"	"AC099670.2"	321	0
"ENSG00000162692"	"VCAM1"	6049	22
"ENSG00000162694"	"EXTL2"	4834	969
"ENSG00000273204"	"AC104506.1"	429	2
"ENSG00000162695"	"SLC30A7"	8376	2973
"ENSG00000230946"	"HNRNPA1P68"	979	0
"ENSG00000117543"	"DPH5"	2970	1423
"ENSG00000235795"	"AC093157.2"	671	4
"ENSG00000233184"	"AC093157.1"	2840	253
"ENSG00000252765"	"RF00424"	187	0
"ENSG00000271578"	"AC119501.1"	475	0
"ENSG00000225938"	"AL109741.1"	403	3
"ENSG00000170989"	"S1PR1"	5223	816
"ENSG00000228399"	"AL109741.2"	343	45
"ENSG00000173810"	"PPIAP7"	489	0
"ENSG00000231671"	"LINC01307"	1238	2
"ENSG00000226715"	"LINC01709"	2062	0
"ENSG00000252530"	"RNU6-965P"	96	0
"ENSG00000183298"	"RPSAP19"	880	13
"ENSG00000118733"	"OLFM3"	4483	3
"ENSG00000252717"	"RNU6-352P"	107	0
"ENSG00000271277"	"AL356280.1"	379	0
"ENSG00000162699"	"DNAJA1P5"	943	0
"ENSG00000233359"	"AC114485.1"	657	0
"ENSG00000230864"	"AC099567.1"	931	0
"ENSG00000060718"	"COL11A1"	9091	117653
"ENSG00000234257"	"SOD2P1"	562	0
"ENSG00000230759"	"AC095032.2"	418	0
"ENSG00000224613"	"AC095032.1"	638	2
"ENSG00000222069"	"RN7SKP285"	318	0
"ENSG00000185946"	"RNPC3"	6867	1097
"ENSG00000240038"	"AMY2B"	7491	151
"ENSG00000236085"	"ACTG1P4"	1122	0
"ENSG00000243480"	"AMY2A"	1898	0
"ENSG00000237763"	"AMY1A"	2505	0
"ENSG00000234441"	"AC105272.1"	198	0
"ENSG00000174876"	"AMY1B"	2334	0
"ENSG00000227408"	"AMYP1"	1023	0
"ENSG00000187733"	"AMY1C"	1632	0
"ENSG00000225191"	"AL136455.1"	1240	0
"ENSG00000215869"	"AC092506.1"	3146	2
"ENSG00000228347"	"FTLP17"	525	0
"ENSG00000285981"	"AL591888.1"	619	0
"ENSG00000225036"	"CDK4P1"	828	0
"ENSG00000230768"	"LINC01676"	2997	0
"ENSG00000227850"	"SEPT2P1"	180	3
"ENSG00000237897"	"AL512844.2"	593	1
"ENSG00000232952"	"AL512844.1"	1779	10
"ENSG00000233047"	"LINC01677"	2960	0
"ENSG00000237480"	"AL355306.2"	8646	0
"ENSG00000230932"	"AL355306.1"	579	0
"ENSG00000270342"	"AL499605.1"	403	0
"ENSG00000270976"	"AL596327.1"	213	0
"ENSG00000233449"	"MTATP6P14"	673	0
"ENSG00000232551"	"MTCO1P14"	1559	0
"ENSG00000237460"	"LINC01661"	708	0
"ENSG00000198890"	"PRMT6"	4335	536
"ENSG00000162631"	"NTNG1"	9138	48
"ENSG00000224550"	"AC114491.1"	246	5
"ENSG00000134215"	"VAV3"	7271	0
"ENSG00000275455"	"MIR7852"	82	0
"ENSG00000230489"	"VAV3-AS1"	619	0
"ENSG00000226822"	"AL390036.1"	3711	0
"ENSG00000085491"	"SLC25A24"	6733	3080
"ENSG00000260879"	"AL359258.2"	1566	0
"ENSG00000280186"	"AL359258.3"	2331	5
"ENSG00000196427"	"NBPF4"	2586	0
"ENSG00000238122"	"AL359258.1"	2481	0
"ENSG00000241361"	"SLC25A24P1"	1882	0
"ENSG00000243967"	"NBPF5P"	1606	0
"ENSG00000238118"	"SLC25A24P2"	510	0
"ENSG00000224698"	"AL390038.1"	2481	0
"ENSG00000186086"	"NBPF6"	2586	0
"ENSG00000283354"	"AL392088.2"	285	0
"ENSG00000227832"	"ST13P21"	1098	0
"ENSG00000226483"	"AL392088.1"	670	0
"ENSG00000162636"	"FAM102B"	9355	909
"ENSG00000162639"	"HENMT1"	2426	20
"ENSG00000285923"	"AL160171.1"	946	1
"ENSG00000134186"	"PRPF38B"	5817	2598
"ENSG00000143107"	"FNDC7"	3332	0
"ENSG00000232971"	"AL591719.2"	386	0
"ENSG00000116266"	"STXBP3"	5895	2027
"ENSG00000228076"	"AL591719.1"	744	0
"ENSG00000162641"	"AKNAD1"	4915	1
"ENSG00000274068"	"AL449266.1"	557	0
"ENSG00000203897"	"SPATA42"	608	0
"ENSG00000121957"	"GPSM2"	9130	297
"ENSG00000121940"	"CLCC1"	4964	2481
"ENSG00000085433"	"WDR47"	4423	800
"ENSG00000237349"	"BX679664.2"	283	1
"ENSG00000244716"	"BX679664.3"	555	8
"ENSG00000228665"	"BX679664.1"	253	1
"ENSG00000228054"	"RANP5"	655	0
"ENSG00000197780"	"TAF13"	1400	1753
"ENSG00000273382"	"AL356488.3"	2888	54
"ENSG00000215717"	"TMEM167B"	4574	3216
"ENSG00000278249"	"SCARNA2"	420	0
"ENSG00000270066"	"AL356488.2"	427	0
"ENSG00000251484"	"AL356488.1"	609	0
"ENSG00000179902"	"C1orf194"	1235	0
"ENSG00000116299"	"KIAA1324"	9300	18
"ENSG00000031698"	"SARS"	3836	5348
"ENSG00000143126"	"CELSR2"	12349	433
"ENSG00000134222"	"PSRC1"	2855	150
"ENSG00000221986"	"MYBPHL"	1789	9
"ENSG00000134243"	"SORT1"	9160	6521
"ENSG00000143106"	"PSMA5"	5724	2422
"ENSG00000143028"	"SYPL2"	3963	56
"ENSG00000162650"	"ATXN7L2"	5232	198
"ENSG00000174151"	"CYB561D1"	5690	261
"ENSG00000181754"	"AMIGO1"	5144	113
"ENSG00000156097"	"GPR61"	5057	10
"ENSG00000254942"	"AL355310.3"	582	0
"ENSG00000065135"	"GNAI3"	27174	4674
"ENSG00000206832"	"RNU6V"	107	0
"ENSG00000225113"	"AL355310.1"	596	0
"ENSG00000284443"	"MIR197"	75	0
"ENSG00000134183"	"GNAT2"	1381	1
"ENSG00000116337"	"AMPD2"	6823	1346
"ENSG00000228703"	"AL355310.2"	688	1
"ENSG00000235045"	"RPL7P8"	730	0
"ENSG00000168765"	"GSTM4"	5745	215
"ENSG00000213366"	"GSTM2"	9116	490
"ENSG00000134184"	"GSTM1"	2512	2
"ENSG00000260246"	"AC000032.1"	491	0
"ENSG00000134201"	"GSTM5"	6061	0
"ENSG00000241720"	"AL158847.1"	808	0
"ENSG00000134202"	"GSTM3"	4750	1234
"ENSG00000198758"	"EPS8L3"	3477	0
"ENSG00000224927"	"NDUFA5P10"	357	1
"ENSG00000228420"	"LINC01768"	476	1
"ENSG00000235005"	"AL450468.1"	450	0
"ENSG00000261055"	"AL450468.2"	1889	0
"ENSG00000184371"	"CSF1"	5418	277
"ENSG00000168710"	"AHCYL1"	5113	7353
"ENSG00000143093"	"STRIP1"	7352	1027
"ENSG00000258634"	"AL160006.1"	4216	360
"ENSG00000156150"	"ALX3"	1880	0
"ENSG00000258673"	"LINC01397"	579	0
"ENSG00000186150"	"UBL4B"	1478	0
"ENSG00000197106"	"SLC6A17"	6644	94
"ENSG00000227091"	"AL355990.1"	997	2
"ENSG00000235526"	"AL355990.2"	508	0
"ENSG00000224965"	"LINC02586"	748	1
"ENSG00000116396"	"KCNC4"	25042	604
"ENSG00000282852"	"AL137790.1"	177	0
"ENSG00000200536"	"RF00402"	124	0
"ENSG00000227963"	"RBM15-AS1"	2611	0
"ENSG00000162775"	"RBM15"	4670	402
"ENSG00000224699"	"LAMTOR5-AS1"	10755	72
"ENSG00000168679"	"SLC16A4"	3167	150
"ENSG00000273373"	"AL355488.1"	2850	200
"ENSG00000134248"	"LAMTOR5"	2388	988
"ENSG00000143125"	"PROK1"	1338	10
"ENSG00000270380"	"AL358215.1"	482	0
"ENSG00000282887"	"AL358215.2"	960	0
"ENSG00000283999"	"AL358215.3"	1186	0
"ENSG00000240194"	"CYMP"	1263	0
"ENSG00000235407"	"CYMP-AS1"	2351	0
"ENSG00000143105"	"KCNA10"	1959	0
"ENSG00000177301"	"KCNA2"	17379	26
"ENSG00000259834"	"AL365361.1"	3481	0
"ENSG00000177272"	"KCNA3"	2569	0
"ENSG00000199710"	"RF00019"	99	0
"ENSG00000237415"	"NRBF2P3"	865	2
"ENSG00000232791"	"OR11I1P"	954	0
"ENSG00000143119"	"CD53"	2152	10
"ENSG00000261654"	"AL360270.2"	5985	14
"ENSG00000232811"	"AL360270.1"	2359	0
"ENSG00000121931"	"LRIF1"	3621	977
"ENSG00000273010"	"AL360270.3"	1348	1
"ENSG00000225672"	"CCNT2P1"	1315	0
"ENSG00000252760"	"RNA5SP54"	92	0
"ENSG00000156171"	"DRAM2"	3138	2122
"ENSG00000134255"	"CEPT1"	8413	1675
"ENSG00000272982"	"AL355816.1"	118	1
"ENSG00000273221"	"AL355816.2"	647	17
"ENSG00000162777"	"DENND2D"	5515	39
"ENSG00000064886"	"CHI3L2"	3295	2
"ENSG00000236040"	"CHIAP1"	995	0
"ENSG00000203878"	"CHIAP2"	2837	1
"ENSG00000134216"	"CHIA"	4632	0
"ENSG00000229283"	"AL356387.1"	476	0
"ENSG00000232240"	"AL356387.2"	243	0
"ENSG00000173947"	"PIFO"	4261	321
